zip,state,latitude,longitude,No_requests
13027,NY,43.165134,-76.33901,2
88119,NM,34.346673,-104.24242,1
46804,IN,41.054247,-85.23878,3
48706,MI,43.607523,-83.9162,1
32607,FL,29.646189,-82.39658,4
46517,IN,41.646499,-85.96923,1
96002,CA,40.539302,-122.33279,1
60641,IL,41.946431,-87.74576,3
33316,FL,26.101114,-80.12931,1
97405,OR,44.004396,-123.12203,4
68508,NE,40.814191,-96.70744,1
50246,IA,42.281552,-93.7952,1
55912,MN,43.671988,-92.97908,1
46556,IN,41.701415,-86.24498,1
95521,CA,40.867469,-124.07519,2
35810,AL,34.77624,-86.61339,1
87122,NM,35.18076,-106.52021,1
95826,CA,38.550098,-121.37492,3
32836,FL,28.401151,-81.52488,1
99203,WA,47.629091,-117.40636,1
60202,IL,42.030327,-87.68828,3
95451,CA,38.939725,-122.78548,3
99114,WA,48.658512,-117.7671,1
99217,WA,47.707542,-117.33776,1
85251,AZ,33.494152,-111.92079,1
28304,NC,35.02844,-78.97037,1
27713,NC,35.905765,-78.92113,5
45245,OH,39.075329,-84.27311,1
60443,IL,41.503468,-87.73695,1
11795,NY,40.713459,-73.3001,1
45403,OH,39.762708,-84.15294,1
27502,NC,35.73663,-78.86462,1
41018,KY,39.013755,-84.60229,1
60148,IL,41.875429,-88.01723,6
27603,NC,35.716105,-78.65734,2
45231,OH,39.242608,-84.5453,1
41011,KY,39.0752,-84.52064,1
45233,OH,39.117065,-84.67173,1
45140,OH,39.258653,-84.2651,1
60613,IL,41.953256,-87.6629,5
60016,IL,42.047178,-87.89058,2
11743,NY,40.867498,-73.41146,1
53718,WI,43.095178,-89.2704,1
07508,NJ,40.945198,-74.18286,1
10006,NY,40.707904,-74.01342,1
88005,NM,32.347752,-106.81463,3
60622,IL,41.900332,-87.66927,7
93940,CA,36.586193,-121.88667,4
44906,OH,40.766056,-82.56749,1
64153,MO,39.281602,-94.71439,1
94931,CA,38.328614,-122.71044,3
60123,IL,42.034776,-88.32393,2
60025,IL,42.07672,-87.81922,3
96815,HI,21.2782,-157.82199,2
61821,IL,40.108631,-88.2733,2
60302,IL,41.893941,-87.78899,4
60187,IL,41.858279,-88.10904,2
85718,AZ,32.31346,-110.92282,1
46324,IN,41.583535,-87.50391,1
96782,HI,21.408333,-157.9669,1
14905,NY,42.087824,-76.83686,1
64117,MO,39.165253,-94.53158,1
60647,IL,41.921126,-87.70085,3
60565,IL,41.728738,-88.12824,1
60007,IL,42.005978,-87.99847,1
46755,IN,41.449897,-85.26765,1
60466,IL,41.472934,-87.68767,1
60010,IL,42.160791,-88.15231,3
60626,IL,42.009731,-87.66938,6
01562,MA,42.247212,-71.99227,2
33317,FL,26.113664,-80.22376,1
44303,OH,41.103205,-81.53625,3
59840,MT,46.214883,-114.14786,1
10033,NY,40.848764,-73.93496,3
70503,LA,30.185867,-92.04706,1
33025,FL,25.990494,-80.27326,1
37877,TN,36.154381,-83.40946,1
60506,IL,41.766029,-88.35254,2
48118,MI,42.316922,-84.03445,1
37774,TN,35.725969,-84.33069,1
14620,NY,43.132474,-77.60377,3
23235,VA,37.522514,-77.56565,1
31401,GA,32.068658,-81.09258,2
39211,MS,32.370544,-90.1297,1
44143,OH,41.550318,-81.48175,1
13035,NY,42.938816,-75.83037,2
01536,MA,42.231444,-71.70523,2
08816,NJ,40.434239,-74.40504,1
32117,FL,29.238606,-81.05316,1
44708,OH,40.810931,-81.42142,1
82604,WY,42.791242,-106.53986,1
06082,CT,41.987238,-72.56365,4
52002,IA,42.50963,-90.75329,1
61021,IL,41.843702,-89.47636,1
13214,NY,43.038099,-76.07635,1
13039,NY,43.171707,-76.09505,1
48130,MI,42.344837,-83.89907,3
22923,VA,38.167465,-78.3259,2
49423,MI,42.765918,-86.10544,5
02478,MA,42.391546,-71.17471,2
94103,CA,37.772329,-122.41087,1
02140,MA,42.393327,-71.12837,4
08901,NJ,40.488304,-74.44775,2
22902,VA,38.00847,-78.47803,3
13131,NY,43.415157,-76.11416,1
48114,MI,42.566097,-83.75725,2
57108,SD,43.488472,-96.72258,1
06043,CT,41.771265,-72.43669,1
50321,IA,41.542789,-93.66189,1
01040,MA,42.201891,-72.6242,2
48169,MI,42.455063,-83.93425,1
13212,NY,43.128534,-76.13931,1
97367,OR,44.950573,-124.00655,2
13146,NY,43.09986,-76.75716,1
49424,MI,42.823232,-86.12726,4
13152,NY,42.897167,-76.38963,1
01604,MA,42.255393,-71.77459,3
50309,IA,41.585939,-93.62004,1
44312,OH,41.034156,-81.43944,2
61270,IL,41.819003,-89.96623,1
13203,NY,43.061116,-76.13733,2
13316,NY,43.377083,-75.74261,1
06074,CT,41.836665,-72.56076,6
13685,NY,43.936173,-76.10295,1
95823,CA,38.477508,-121.44561,1
13078,NY,42.973991,-76.07493,1
01532,MA,42.321917,-71.64692,1
13057,NY,43.074266,-76.05538,1
06040,CT,41.778888,-72.52384,5
13215,NY,42.996804,-76.2177,1
01602,MA,42.272359,-71.84482,1
06108,CT,41.778316,-72.62313,1
75150,TX,32.818392,-96.63355,1
62034,IL,38.75592,-89.97442,1
32224,FL,30.284511,-81.47043,1
33076,FL,26.30116,-80.2731,1
13126,NY,43.449201,-76.47992,1
08021,NJ,39.810485,-74.99574,1
22102,VA,38.938664,-77.22196,1
43201,OH,39.990764,-83.00117,8
11355,NY,40.749463,-73.81941,1
95687,CA,38.34401,-121.95333,1
32024,FL,30.108128,-82.72529,1
37743,TN,36.102325,-82.85446,1
64055,MO,39.053255,-94.4061,3
78065,TX,29.057172,-98.58398,1
01520,MA,42.338962,-71.84434,2
11358,NY,40.760522,-73.79612,1
06071,CT,41.995851,-72.45336,1
01501,MA,42.20361,-71.83843,1
06118,CT,41.745349,-72.60807,1
49503,MI,42.964176,-85.65885,2
22407,VA,38.271028,-77.5559,1
01531,MA,42.317121,-72.12248,1
53045,WI,43.055315,-88.1503,2
06096,CT,41.926997,-72.64688,1
37938,TN,36.113552,-83.93785,2
44306,OH,41.046055,-81.49039,1
02865,RI,41.905666,-71.43023,1
95035,CA,37.436451,-121.89438,1
45243,OH,39.18466,-84.36014,3
01606,MA,42.311342,-71.79531,1
94010,CA,37.574936,-122.36332,2
45255,OH,39.066112,-84.32227,2
01430,MA,42.658768,-71.93287,1
42406,KY,37.743264,-87.73173,1
36830,AL,32.577135,-85.47282,1
49464,MI,42.829252,-85.99621,1
42420,KY,37.825094,-87.56055,6
10038,NY,40.709677,-74.00365,2
03051,NH,42.759821,-71.42079,1
37932,TN,35.919695,-84.17255,2
01612,MA,42.307591,-71.91929,1
55429,MN,45.064714,-93.34155,1
60656,IL,41.97508,-87.8163,1
85040,AZ,33.393323,-112.02857,1
44313,OH,41.123588,-81.57129,4
36067,AL,32.488113,-86.52962,1
33916,FL,26.6435,-81.84418,1
44333,OH,41.144661,-81.61948,1
44224,OH,41.174256,-81.43744,1
44240,OH,41.148756,-81.35302,2
52001,IA,42.515252,-90.6794,3
98683,WA,45.604075,-122.51035,1
83815,ID,47.718227,-116.78897,1
78703,TX,30.290907,-97.76277,4
37772,TN,35.800329,-84.23281,1
90503,CA,33.840264,-118.35587,1
31901,GA,32.471492,-84.98005,1
95746,CA,38.743811,-121.19013,1
55438,MN,44.8257,-93.38212,4
31804,GA,32.651617,-84.88805,1
37843,TN,36.013728,-83.05351,1
37924,TN,36.029987,-83.80705,1
56401,MN,46.352758,-94.16289,1
36109,AL,32.386088,-86.24511,4
29672,SC,34.736907,-82.94599,2
77429,TX,29.982746,-95.66597,1
15209,PA,40.492618,-79.97458,1
37914,TN,35.988528,-83.84981,1
37909,TN,35.947846,-84.01554,1
53806,WI,42.734625,-90.95124,1
11793,NY,40.676649,-73.51122,1
95448,CA,38.614088,-122.87626,1
38558,TN,36.008521,-84.91132,1
95903,CA,39.125997,-121.36637,2
37917,TN,35.991982,-83.91859,2
03431,NH,42.946418,-72.28616,2
37830,TN,35.992691,-84.27044,4
37620,TN,36.561341,-82.16869,1
32444,FL,30.239849,-85.64577,2
37920,TN,35.923517,-83.89042,1
29369,SC,34.865445,-82.02018,2
10522,NY,41.012729,-73.86602,1
02452,MA,42.392496,-71.22153,3
53061,WI,43.949961,-88.09962,1
53207,WI,42.985465,-87.89998,1
84318,UT,41.801888,-111.81535,1
98021,WA,47.790653,-122.22021,1
53132,WI,42.896145,-88.00891,1
43230,OH,40.039963,-82.87855,1
34786,FL,28.495982,-81.5362,1
94022,CA,37.37714,-122.12412,3
06451,CT,41.536048,-72.81973,1
45248,OH,39.160159,-84.65042,1
95005,CA,37.084347,-122.08524,1
20151,VA,38.889111,-77.4363,1
94536,CA,37.562218,-121.99433,2
77099,TX,29.668489,-95.5869,1
91411,CA,34.178305,-118.45858,1
12538,NY,41.779541,-73.90155,1
19610,PA,40.335023,-75.97099,1
94563,CA,37.878625,-122.18296,1
64081,MO,38.908657,-94.40285,1
78737,TX,30.19025,-97.95854,1
80004,CO,39.81431,-105.12263,1
31047,GA,32.509384,-83.64773,1
48152,MI,42.427835,-83.36299,1
20866,MD,39.097243,-76.93467,1
19312,PA,40.037958,-75.44986,2
27613,NC,35.899208,-78.71161,2
19126,PA,40.055411,-75.13793,1
45459,OH,39.644609,-84.16931,2
75013,TX,33.106582,-96.69402,1
34285,FL,27.091783,-82.44846,1
48178,MI,42.45644,-83.66673,1
55391,MN,44.963063,-93.52912,6
07719,NJ,40.175357,-74.04694,1
92120,CA,32.794449,-117.07221,4
15205,PA,40.436618,-80.07289,1
21029,MD,39.198816,-76.9367,1
02657,MA,42.053355,-70.18947,1
60081,IL,42.441869,-88.22167,1
53538,WI,42.924942,-88.84813,1
95677,CA,38.789165,-121.23825,1
46304,IN,41.616263,-87.05883,1
27516,NC,35.912786,-79.10931,3
30345,GA,33.851736,-84.28412,2
61910,IL,39.676634,-88.30284,1
06877,CT,41.297911,-73.49178,1
15237,PA,40.552768,-80.03227,2
78704,TX,30.246309,-97.76087,4
07728,NJ,40.241036,-74.27629,2
15701,PA,40.626307,-79.16146,4
06403,CT,41.432936,-73.06453,1
06405,CT,41.277763,-72.80542,2
80236,CO,39.652454,-105.04089,1
19428,PA,40.077736,-75.30509,1
33073,FL,26.305433,-80.18287,1
99005,WA,47.844289,-117.37274,1
45215,OH,39.228859,-84.45707,2
18049,PA,40.533597,-75.49822,1
27707,NC,35.963994,-78.93602,2
80126,CO,39.544549,-104.96808,2
75080,TX,32.969523,-96.74093,3
11779,NY,40.818826,-73.1187,1
84010,UT,40.876312,-111.87249,1
48336,MI,42.458502,-83.3464,2
66224,KS,38.862007,-94.62127,1
32837,FL,28.385906,-81.41182,2
47403,IN,39.121719,-86.57409,1
28704,NC,35.459869,-82.54142,1
02021,MA,42.166776,-71.1343,3
52402,IA,42.021016,-91.65231,3
98443,WA,47.202874,-122.37678,1
63128,MO,38.500734,-90.37113,1
08043,NJ,39.851969,-74.96128,2
24541,VA,36.581085,-79.45027,2
54220,WI,44.096194,-87.68919,2
04096,ME,43.801773,-70.17932,2
77040,TX,29.878345,-95.53337,2
98664,WA,45.62104,-122.57947,1
66204,KS,38.992255,-94.67528,3
49707,MI,45.08583,-83.46411,1
01864,MA,42.583436,-71.0982,1
60188,IL,41.918578,-88.13688,1
02116,MA,42.349622,-71.07372,1
85283,AZ,33.365951,-111.93155,2
08805,NJ,40.567953,-74.54034,1
54915,WI,44.244753,-88.37783,3
24210,VA,36.728639,-82.00845,2
72949,AR,35.549469,-93.81819,1
87031,NM,34.786133,-106.70536,1
74128,OK,36.146577,-95.85194,1
30117,GA,33.588486,-85.1062,1
65201,MO,38.926838,-92.29003,1
52803,IA,41.538582,-90.56223,1
72764,AR,36.182407,-94.1082,1
44115,OH,41.493501,-81.67125,1
01075,MA,42.234891,-72.58243,1
33953,FL,27.012758,-82.2112,1
96822,HI,21.31275,-157.82195,1
96825,HI,21.2946,-157.69721,1
96826,HI,21.2951,-157.83066,1
96817,HI,21.3307,-157.85913,1
19382,PA,39.940043,-75.59729,1
28147,NC,35.665362,-80.54673,1
30071,GA,33.940768,-84.2062,1
60603,IL,41.880446,-87.63014,1
27614,NC,35.939255,-78.60317,1
17402,PA,39.976898,-76.67785,1
48640,MI,43.605457,-84.27234,1
11050,NY,40.833246,-73.69309,1
50311,IA,41.601189,-93.68076,1
92316,CA,34.064062,-117.39432,1
36092,AL,32.592889,-86.21902,1
72601,AR,36.236984,-93.09345,3
53818,WI,42.743948,-90.48625,3
90025,CA,34.045006,-118.44527,4
85719,AZ,32.240625,-110.94791,5
28120,NC,35.311862,-81.02441,1
77006,TX,29.741878,-95.38944,5
29631,SC,34.681255,-82.82176,1
97331,OR,44.565648,-123.27906,1
01886,MA,42.592086,-71.43754,1
80917,CO,38.888394,-104.73975,1
63131,MO,38.618582,-90.43643,1
02420,MA,42.452895,-71.21619,2
20170,VA,38.977109,-77.38527,1
92037,CA,32.838761,-117.26159,6
22205,VA,38.88275,-77.13999,1
95326,CA,37.59471,-120.86419,1
94133,CA,37.801878,-122.41018,7
45205,OH,39.11071,-84.57438,1
48858,MI,43.60616,-84.78306,1
20007,DC,38.913961,-77.07179,2
29928,SC,32.159476,-80.75144,1
70116,LA,29.968054,-90.06403,1
33710,FL,27.788637,-82.72244,1
55404,MN,44.963365,-93.26179,2
46234,IN,39.797622,-86.32493,1
15208,PA,40.455168,-79.89709,2
60610,IL,41.898582,-87.6371,5
64093,MO,38.772117,-93.73519,2
60607,IL,41.875882,-87.65114,3
60477,IL,41.5738,-87.80389,1
60015,IL,42.169325,-87.86556,1
53130,WI,42.941264,-88.05121,1
44122,OH,41.472881,-81.52209,1
02111,MA,42.349838,-71.06101,2
32225,FL,30.348585,-81.49965,1
85003,AZ,33.451143,-112.07838,1
33304,FL,26.137693,-80.12646,1
07974,NJ,40.698268,-74.40225,1
95864,CA,38.587805,-121.37809,3
98056,WA,47.510739,-122.18372,1
30145,GA,34.237986,-84.97801,1
74074,OK,36.105571,-97.07631,2
91604,CA,34.143856,-118.39429,2
47401,IN,39.131576,-86.49743,1
94608,CA,37.834724,-122.28316,3
64151,MO,39.215652,-94.63021,1
94102,CA,37.779329,-122.41915,4
10469,NY,40.868643,-73.84735,2
06510,CT,41.306197,-72.92479,2
55066,MN,44.539036,-92.53637,1
11725,NY,40.841522,-73.28001,1
21014,MD,39.536057,-76.34957,1
53717,WI,43.072994,-89.51992,1
15204,PA,40.455118,-80.06008,1
98110,WA,47.65526,-122.53508,2
02149,MA,42.409916,-71.0522,1
60062,IL,42.124576,-87.84303,2
77019,TX,29.752528,-95.39923,1
30101,GA,34.052285,-84.68483,2
53222,WI,43.083261,-88.02823,1
60073,IL,42.366253,-88.09647,2
66044,KS,38.983551,-95.23202,5
84064,UT,41.656963,-111.16584,1
07039,NJ,40.788733,-74.32134,2
95120,CA,37.213624,-121.85671,1
78749,TX,30.216108,-97.85828,3
98007,WA,47.610935,-122.14104,1
20850,MD,39.093408,-77.1718,3
16802,PA,40.806956,-77.86281,2
74403,OK,35.719962,-95.33691,1
43228,OH,39.954363,-83.123,1
92614,CA,33.680408,-117.82592,3
23423,VA,37.549044,-75.73237,1
98011,WA,47.751471,-122.20257,1
98112,WA,47.629653,-122.29752,2
53221,WI,42.953915,-87.9457,1
55118,MN,44.903165,-93.10026,5
90068,CA,34.122058,-118.3379,2
45420,OH,39.723909,-84.13453,2
16803,PA,40.802661,-77.89936,3
32082,FL,30.189934,-81.38213,1
94901,CA,37.972423,-122.51484,2
93103,CA,34.428191,-119.68412,1
48185,MI,42.335937,-83.378,2
72761,AR,36.179905,-94.50208,1
23225,VA,37.51918,-77.49851,2
11435,NY,40.700068,-73.80986,1
92025,CA,33.106862,-117.07077,1
06851,CT,41.134896,-73.4053,2
86001,AZ,35.279872,-111.72256,2
45236,OH,39.205109,-84.39512,1
91766,CA,34.045584,-117.75305,1
52556,IA,41.017736,-91.95,2
97850,OR,45.32627,-118.08197,1
63011,MO,38.601403,-90.55209,1
45238,OH,39.112169,-84.60849,1
33813,FL,27.965469,-81.92215,1
45750,OH,39.426551,-81.44373,4
33174,FL,25.763044,-80.35919,1
78660,TX,30.450122,-97.623,1
97124,OR,45.545841,-122.94605,2
62707,IL,39.757896,-89.66363,1
85255,AZ,33.697268,-111.88321,2
78730,TX,30.359935,-97.83125,1
12701,NY,41.653071,-74.69748,1
48135,MI,42.324338,-83.3382,5
47303,IN,40.221103,-85.37602,1
02906,RI,41.83635,-71.39427,2
33143,FL,25.702929,-80.29642,2
90230,CA,33.997179,-118.40145,1
14843,NY,42.331062,-77.65536,1
33611,FL,27.891151,-82.50581,1
22046,VA,38.886311,-77.18098,1
49042,MI,41.847413,-85.66411,1
77301,TX,30.313308,-95.45085,1
46311,IN,41.491377,-87.51022,1
02066,MA,42.205038,-70.7513,1
44056,OH,41.321189,-81.50135,1
98501,WA,47.014718,-122.8819,1
10309,NY,40.529749,-74.21304,1
55123,MN,44.804048,-93.13378,2
92705,CA,33.762117,-117.81828,2
29440,SC,33.38934,-79.32638,2
03106,NH,43.058785,-71.44412,2
97470,OR,43.227287,-123.35138,2
10708,NY,40.939049,-73.83099,1
23451,VA,36.864788,-76.00098,2
06107,CT,41.75275,-72.7546,1
30024,GA,34.052698,-84.07485,2
97403,OR,44.03858,-123.05562,2
01581,MA,42.269845,-71.61408,2
90802,CA,33.769018,-118.19225,3
87110,NM,35.106396,-106.57927,1
19107,PA,39.952112,-75.15853,2
98108,WA,47.546188,-122.31514,1
89134,NV,36.204548,-115.31207,1
38028,TN,35.203968,-89.62203,1
91423,CA,34.153628,-118.43222,4
64112,MO,39.037605,-94.59537,2
02118,MA,42.338724,-71.07276,2
98166,WA,47.458821,-122.34943,1
33142,FL,25.812625,-80.2369,1
92656,CA,33.581533,-117.72474,2
22039,VA,38.760747,-77.31684,2
56520,MN,46.27324,-96.54888,1
83704,ID,43.63123,-116.28716,1
32118,FL,29.210309,-81.00259,2
22209,VA,38.893241,-77.07453,1
30337,GA,33.646984,-84.4538,1
21117,MD,39.419105,-76.78388,2
32835,FL,28.528789,-81.47863,1
98467,WA,47.203946,-122.52996,1
72801,AR,35.278429,-93.13682,1
46229,IN,39.795025,-85.97356,1
89128,NV,36.193501,-115.265,4
78728,TX,30.451803,-97.67989,1
90272,CA,34.050505,-118.53374,1
85260,AZ,33.606004,-111.88699,1
31605,GA,30.92205,-83.25332,1
72837,AR,35.460782,-93.10863,1
92602,CA,33.73297,-117.76932,1
92870,CA,33.883314,-117.85446,2
73160,OK,35.34377,-97.48596,2
07663,NJ,40.904131,-74.09474,1
92880,CA,33.903803,-117.60221,2
15217,PA,40.430919,-79.92569,3
77521,TX,29.784579,-94.97588,2
77056,TX,29.747328,-95.46931,1
94546,CA,37.702063,-122.07934,3
23518,VA,36.916497,-76.21796,1
10018,NY,40.755101,-73.99337,2
07430,NJ,41.077102,-74.16147,1
07436,NJ,41.028884,-74.23727,1
60510,IL,41.845228,-88.30995,2
21214,MD,39.351857,-76.56399,1
32935,FL,28.13926,-80.65077,1
55344,MN,44.867013,-93.42557,6
97062,OR,45.373991,-122.77127,1
92019,CA,32.788736,-116.90487,1
92648,CA,33.673468,-118.00243,2
45219,OH,39.12721,-84.50988,1
57106,SD,43.514392,-96.80375,3
35216,AL,33.420558,-86.78489,1
90254,CA,33.866314,-118.39968,2
80304,CO,40.039784,-105.27938,4
44089,OH,41.407845,-82.3648,1
30342,GA,33.879003,-84.37203,1
21555,MD,39.579649,-78.55826,1
83705,ID,43.583139,-116.2252,1
48070,MI,42.482585,-83.16812,3
54302,WI,44.505782,-87.97947,1
19106,PA,39.951062,-75.14589,1
10583,NY,40.98845,-73.79716,1
93428,CA,35.563246,-121.07736,1
05448,VT,44.751801,-72.88247,1
93105,CA,34.44005,-119.75496,2
87801,NM,33.953237,-106.93722,2
87111,NM,35.135303,-106.52223,1
05401,VT,44.484038,-73.22126,3
10069,NY,40.775477,-73.9905,1
07730,NJ,40.423298,-74.179,1
55403,MN,44.971765,-93.28557,4
20004,DC,38.895268,-77.0276,1
15330,PA,40.178679,-80.10014,1
76067,TX,32.810275,-98.10707,1
26505,WV,39.646497,-79.95154,4
95843,CA,38.716874,-121.3698,2
91902,CA,32.663803,-117.02456,1
02339,MA,42.12867,-70.85913,1
44514,OH,41.016159,-80.61549,1
04106,ME,43.631549,-70.27272,1
45220,OH,39.14426,-84.51986,2
08330,NJ,39.478771,-74.7581,1
02062,MA,42.185974,-71.20166,1
33486,FL,26.344955,-80.11226,1
79705,TX,32.029022,-102.08618,2
66208,KS,38.999505,-94.63102,1
44706,OH,40.776858,-81.40593,1
80013,CO,39.659105,-104.7791,3
95695,CA,38.697238,-121.80944,1
79410,TX,33.570135,-101.88901,1
20876,MD,39.191769,-77.24329,1
19119,PA,40.053511,-75.18858,3
94708,CA,37.894625,-122.26372,2
60045,IL,42.238087,-87.86093,2
90640,CA,34.014212,-118.11358,2
20707,MD,39.098475,-76.86571,1
12561,NY,41.751566,-74.09475,1
90039,CA,34.110425,-118.25832,4
06516,CT,41.272147,-72.96496,1
92557,CA,33.957957,-117.24833,2
30047,GA,33.872371,-84.11655,1
56082,MN,44.337276,-93.99282,2
68516,NE,40.749224,-96.64566,3
11784,NY,40.869274,-73.04254,1
39180,MS,32.292761,-90.87184,1
64138,MO,38.969806,-94.47256,1
91790,CA,34.068059,-117.93835,3
47933,IN,40.034554,-86.89143,3
06854,CT,41.092196,-73.42869,4
29404,SC,32.897903,-80.06061,1
93436,CA,34.639682,-120.4471,1
08053,NJ,39.88488,-74.90416,1
44118,OH,41.499202,-81.55434,1
48097,MI,43.131709,-82.81411,1
91730,CA,34.104555,-117.58734,2
18655,PA,41.184223,-76.19361,1
91362,CA,34.190804,-118.83704,2
92054,CA,33.202463,-117.36077,2
30533,GA,34.542098,-83.99718,1
18615,PA,41.449135,-75.85774,1
22936,VA,38.150083,-78.47627,1
90212,CA,34.060859,-118.40191,2
04046,ME,43.399494,-70.4769,2
17033,PA,40.277923,-76.6434,1
23059,VA,37.686152,-77.53651,1
08750,NJ,40.133754,-74.04123,1
55435,MN,44.875614,-93.33487,1
14701,NY,42.09179,-79.24459,1
92833,CA,33.874314,-117.9637,2
94709,CA,37.879625,-122.2668,2
64801,MO,37.09416,-94.50169,1
10803,NY,40.902221,-73.80717,1
03570,NH,44.463337,-71.19092,1
03070,NH,42.978267,-71.69414,1
91304,CA,34.218654,-118.62538,1
32212,FL,30.222683,-81.70165,1
13603,NY,44.030204,-75.81845,2
08108,NJ,39.915263,-75.06401,1
60563,IL,41.794885,-88.16188,1
02134,MA,42.355147,-71.13164,5
30033,GA,33.811354,-84.28335,1
14623,NY,43.087613,-77.6352,1
08742,NJ,40.081165,-74.06003,1
30306,GA,33.786755,-84.35149,2
48342,MI,42.644581,-83.28211,1
60050,IL,42.348406,-88.24769,1
48127,MI,42.335687,-83.28332,1
20653,MD,38.234838,-76.44889,1
85213,AZ,33.434192,-111.76892,1
75146,TX,32.590063,-96.75892,1
14616,NY,43.232312,-77.64905,1
22305,VA,38.836779,-77.06418,1
43221,OH,40.02063,-83.07655,1
84088,UT,40.594222,-111.97889,1
48867,MI,42.99605,-84.17896,4
27410,NC,36.116854,-79.88291,2
98503,WA,47.027082,-122.80359,2
37203,TN,36.152607,-86.78927,1
78735,TX,30.250761,-97.84469,1
76116,TX,32.72228,-97.44409,1
32822,FL,28.494931,-81.28949,1
33401,FL,26.711192,-80.06043,1
30620,GA,33.928949,-83.73524,1
02142,MA,42.362297,-71.08412,4
78251,TX,29.466061,-98.67004,2
07702,NJ,40.329128,-74.06315,1
07981,NJ,40.821482,-74.42648,1
19083,PA,39.978728,-75.30861,1
02131,MA,42.284678,-71.13052,3
76266,TX,33.358871,-97.18944,1
95409,CA,38.460594,-122.6422,1
80301,CO,40.044385,-105.21928,2
45383,OH,39.958117,-84.33335,1
02176,MA,42.459045,-71.06233,2
49887,MI,45.417184,-87.6281,1
33156,FL,25.66558,-80.30688,1
02472,MA,42.371296,-71.18196,2
10538,NY,40.933089,-73.75615,1
33133,FL,25.730678,-80.2441,3
44126,OH,41.441697,-81.85738,1
78626,TX,30.643058,-97.64713,1
59405,MT,47.476152,-111.26909,1
30260,GA,33.58776,-84.33011,1
28403,NC,34.221512,-77.88452,1
74136,OK,36.059495,-95.93922,1
61350,IL,41.35263,-88.84734,1
28607,NC,36.21277,-81.66255,1
28052,NC,35.248787,-81.2142,1
20650,MD,38.269283,-76.64336,2
30309,GA,33.794055,-84.38525,1
80503,CO,40.156035,-105.17365,2
88004,NM,32.204171,-106.93052,1
30318,GA,33.786805,-84.437,1
42101,KY,37.010643,-86.46145,1
40515,KY,37.952113,-84.45347,4
97469,OR,42.935498,-123.39902,1
83355,ID,42.76079,-114.71025,1
62263,IL,38.346578,-89.38453,1
41144,KY,38.552472,-82.86514,1
77058,TX,29.55283,-95.10265,1
68506,NE,40.785557,-96.64599,1
77630,TX,30.089757,-93.77408,1
57103,SD,43.537075,-96.69527,1
97402,OR,44.062231,-123.16804,2
40504,KY,38.039322,-84.54259,2
14803,NY,42.258793,-77.77793,1
60659,IL,41.991381,-87.70378,1
92507,CA,33.978965,-117.33646,4
98374,WA,47.140045,-122.26012,1
02879,RI,41.423601,-71.52322,3
15203,PA,40.426211,-79.97826,2
55430,MN,45.059265,-93.29977,2
03038,NH,42.886486,-71.30019,1
11364,NY,40.746718,-73.75994,1
63304,MO,38.72926,-90.65332,1
32812,FL,28.493531,-81.32609,1
02169,MA,42.250739,-70.99593,1
19050,PA,39.939609,-75.26453,1
10044,NY,40.762174,-73.94917,1
04287,ME,44.048154,-69.96847,2
68046,NE,41.151899,-96.04484,1
96714,HI,22.208401,-159.4896,1
32219,FL,30.411564,-81.76653,2
57382,SD,44.051324,-98.63556,1
52405,IA,41.980283,-91.70835,2
41075,KY,39.076011,-84.45127,1
76543,TX,31.113828,-97.69246,1
93611,CA,36.840057,-119.66107,1
80010,CO,39.739387,-104.8621,1
53719,WI,43.029497,-89.50531,1
02322,MA,42.121932,-71.04522,2
85024,AZ,33.675564,-112.04717,2
55446,MN,45.039312,-93.47988,2
97378,OR,45.089532,-123.40787,1
55443,MN,45.108581,-93.33988,1
02445,MA,42.324397,-71.13933,1
32506,FL,30.408807,-87.31919,2
48239,MI,42.379436,-83.29105,1
30064,GA,33.946735,-84.602,1
29609,SC,34.889217,-82.39364,1
37205,TN,36.113558,-86.86207,1
45458,OH,39.60828,-84.16413,3
76028,TX,32.535841,-97.30681,1
33759,FL,27.980297,-82.71645,1
49034,MI,42.239393,-85.33499,1
22657,VA,39.00127,-78.36485,1
33023,FL,25.989119,-80.21318,1
43209,OH,39.958564,-82.92824,1
60068,IL,42.01183,-87.84158,1
48439,MI,42.925677,-83.63585,2
33881,FL,28.051985,-81.72457,1
60441,IL,41.598235,-88.02753,2
88001,NM,32.300193,-106.76078,1
06708,CT,41.551601,-73.06262,1
78250,TX,29.510204,-98.66784,2
02370,MA,42.129513,-70.91189,1
92008,CA,33.158137,-117.32646,1
22302,VA,38.829512,-77.08204,1
97232,OR,45.52874,-122.6446,1
98106,WA,47.53282,-122.35443,1
85210,AZ,33.391233,-111.84129,2
34610,FL,28.397791,-82.53084,1
95121,CA,37.305714,-121.81145,1
07090,NJ,40.649202,-74.34567,1
29649,SC,34.225872,-82.15614,1
15137,PA,40.380219,-79.81017,1
08852,NJ,40.389428,-74.54329,1
10706,NY,40.992084,-73.8729,2
33324,FL,26.110631,-80.27469,2
08406,NJ,39.342299,-74.48192,1
48109,MI,42.291637,-83.71831,4
06906,CT,41.069298,-73.52182,1
06880,CT,41.140896,-73.35178,3
68108,NE,41.240562,-95.93353,3
94939,CA,37.936151,-122.5355,1
29662,SC,34.774657,-82.30432,1
30606,GA,33.945619,-83.41732,3
